"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","EGFRCL","CL","V1","V2","Q","KD","N","ETA(1)","ETA(2)","EPS(1)","seEGFRCL","seCL","seV1","seV2","seQ","seKD","seN","seETA(1)","seETA(2)","seEPS(1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
70,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,135.18,0,-7539.9465132162914,1.72424,7.66365,52.3988,44.8695,21.0963,0.0422537,0.847898,0.109429,0.310965,0.0464761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,189.89,0,-7809.6584805595985,1.59155,8.61036,62.6955,46.8461,20.7933,0.0385328,0.823511,0.114454,0.254015,0.0460149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,236.57,0,-7262.1275959186514,1.3685,8.96821,59.5092,44.4433,19.6605,0.0450455,0.896656,0.0803382,0.315117,0.0448352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,257.59,0,-7119.6348787201196,1.54013,9.00767,59.9093,52.4335,23.181,0.0387189,0.841439,0.07791,0.236449,0.048694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,183.34,0,-7196.9009559775695,1.51662,7.7048,59.7073,40.809,19.6978,0.0372199,0.82421,0.0979548,0.263362,0.0431046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,350.02,0,-7385.4576512622734,1.69798,8.02366,57.1584,39.2705,20.7697,0.0456438,0.879954,0.113377,0.323809,0.0461543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,193.98,0,-7492.7044217277844,1.70039,8.20852,48.5677,43.4832,21.2443,0.0478834,0.865957,0.0909828,0.230976,0.0433854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,196.97,0,-7169.0504067552174,1.49996,8.58557,57.6216,47.0747,21.4372,0.0455244,0.90542,0.0777461,0.227065,0.0458383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,197.14,0,-7291.1455282416782,1.7659,7.8312,46.5657,46.9568,22.2437,0.0461014,0.858817,0.107976,0.340057,0.0494966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,269.61,0,-7408.7963515085366,1.80057,8.26027,46.708,45.2155,22.7207,0.0510434,0.919629,0.082532,0.311311,0.0400065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,225.03,0,-7037.6332688915682,1.73609,8.46318,57.6056,45.6515,23.7793,0.0349907,0.805384,0.110613,0.309647,0.053404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,246.35,0,-7305.7300446258214,1.72703,8.11807,48.5798,41.162,21.0772,0.0482724,0.901591,0.081293,0.207009,0.04247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,285.54,0,-7216.6483946790604,1.43305,7.75936,61.7131,40.1314,19.9837,0.0405063,0.843063,0.123798,0.414977,0.0483762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,402.08,0,-7638.2149072878010,1.6279,7.99894,59.3027,45.1872,22.6147,0.0390876,0.837669,0.101737,0.29257,0.0480298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,188.48,0,-7420.9633582627530,1.42564,8.38206,61.4316,43.7848,20.7736,0.0404238,0.838818,0.0629388,0.183191,0.0458715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,308.57,0,-7356.2164449724933,1.61533,8.36131,57.1828,38.7728,17.9347,0.0447804,0.858175,0.134865,0.32367,0.0407226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,280.11,0,-7544.8670357677593,1.70017,7.46464,55.1071,42.9803,20.874,0.0472367,0.891124,0.0732023,0.273644,0.0380251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,118.26,0,-7813.0501081071152,1.71821,9.16918,64.5012,41.8339,18.1259,0.0357061,0.78492,0.0865983,0.214331,0.0457524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,211,0,-7559.1516627932797,1.56966,7.95879,60.821,38.1121,18.8132,0.0380746,0.792749,0.10594,0.263131,0.0424535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,181.62,0,-7098.1205481046336,1.76587,9.45542,60.5645,48.9707,22.3111,0.035328,0.808102,0.0848941,0.295593,0.057726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,223.13,0,-7115.3267623334932,1.68771,7.93102,54.177,42.5966,19.8897,0.0406005,0.826263,0.105692,0.265444,0.0429401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,257.77,0,-7367.9969702887738,1.6266,8.06296,50.005,44.277,19.0557,0.0489004,0.880041,0.111399,0.244903,0.0470609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,147.85,0,-7530.0246275473173,1.54324,8.65336,59.084,42.0175,19.5224,0.0338982,0.769061,0.113518,0.286356,0.0454824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,155.46,0,-7638.5624065299917,1.71625,8.38033,58.7469,48.367,21.65,0.0387732,0.818778,0.0907938,0.279417,0.0541655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,138.76,0,-7651.3135751874224,1.58443,8.47382,55.3378,43.8991,21.4067,0.043682,0.855556,0.0791102,0.243883,0.0468297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,118.42,0,-7149.3892259942759,1.60403,7.11845,51.3437,43.0078,18.5525,0.041503,0.81006,0.0775519,0.249021,0.0501464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,134.5,0,-7018.2445082603308,1.54597,8.15814,54.9967,43.797,19.4962,0.0416005,0.862835,0.0978247,0.295597,0.0499438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,98.93,0,-7645.9548431470457,1.66411,8.65579,52.6949,42.9163,21.3365,0.043029,0.839404,0.106217,0.322085,0.0466204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,326.18,0,-7990.5864470042225,1.68881,8.84841,63.5661,38.5758,20.2301,0.0435402,0.864178,0.0934934,0.27566,0.0393406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,183.1,0,-7750.0796926837893,1.59022,8.59809,56.2523,42.8579,20.3737,0.036193,0.796056,0.0953427,0.306837,0.046563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,175.68,0,-7956.0269759150942,1.57927,9.13462,64.885,40.2952,20.1992,0.0321682,0.734821,0.0620489,0.237711,0.0545832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,511.32,0,-7644.2382599869743,1.50619,7.81876,52.392,42.8762,19.0102,0.0466942,0.86751,0.103262,0.305288,0.0396978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,162.66,0,-7516.2772316247501,1.65749,7.94692,51.6946,41.8526,21.5331,0.0458867,0.867093,0.126209,0.328932,0.0471284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,258.74,0,-7409.3795756218151,1.59466,8.52663,57.7058,43.735,22.0328,0.040376,0.840116,0.0870507,0.221364,0.0500326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,180.39,0,-7292.2499052999610,1.64864,8.25189,51.9497,41.9804,20.3969,0.0428315,0.850743,0.105122,0.316731,0.0464394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,121.71,0,-7070.2921904231334,1.46343,8.07029,56.6214,46.7674,20.8528,0.0385168,0.831468,0.135797,0.335383,0.0440873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,295.65,0,-7538.5443931056043,1.61432,8.87091,61.5569,39.8379,20.0236,0.0361351,0.804782,0.0969904,0.244322,0.0502558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,140.42,0,-7783.3987850881449,1.53879,8.47742,63.6617,43.4202,23.2099,0.0469393,0.940903,0.110144,0.165667,0.04005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,186.53,0,-6988.1623771969225,1.77995,7.66939,45.4111,42.8638,22.0666,0.0459047,0.874472,0.0907509,0.207709,0.0415623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,248.77,0,-7227.5574226513945,1.56051,8.11389,56.362,44.4836,22.9662,0.0456985,0.915571,0.109682,0.321688,0.0402433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,130.53,0,-7874.7254015049912,1.57213,9.19775,65.4355,46.7962,21.9923,0.0348859,0.785723,0.0962324,0.292689,0.0456338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,131.25,0,-7527.1275637904901,1.71228,8.37379,56.8524,48.8017,22.3834,0.038573,0.837837,0.107166,0.312996,0.0503114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,207.32,0,-7864.4888357712380,1.71416,8.93998,64.0028,39.5455,19.5931,0.0416995,0.897312,0.0917199,0.157577,0.0435946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,467.11,0,-7100.6575592552445,1.64673,8.51047,52.0574,46.3379,21.3026,0.0435404,0.870849,0.110445,0.288613,0.0495562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,237.14,0,-7491.8479795033418,1.53163,8.58526,60.9813,41.3233,18.0726,0.0351344,0.792313,0.0913227,0.241733,0.047601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,1,0,1,0,0,0,0,0,0,1,0,3.7,NA,FOCE_I,NA,185.77,0,-7532.4965870070846,1.50968,8.28011,67.9295,44.4639,18.4832,0.0336878,0.796746,0.129292,0.236595,0.0465087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,194.73,0,-7848.0949226646644,1.55659,9.13861,63.2578,40.1454,19.4861,0.0387593,0.823942,0.0724596,0.287221,0.0462154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,220.16,0,-7049.5461724926090,1.57115,7.80712,54.3767,44.6669,22.6196,0.0460446,0.885072,0.0960612,0.222335,0.048145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,148.96,0,-7985.5448021652992,1.53925,8.18975,57.0981,42.2446,20.9351,0.0402188,0.795531,0.105289,0.343843,0.0420172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,358.83,0,-7288.5232759026312,1.7546,7.52434,48.5443,42.0424,20.774,0.0443078,0.845073,0.11771,0.442385,0.044143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,126.51,0,-7411.0744637794332,1.71961,8.10491,57.0069,42.8945,19.7002,0.0373005,0.788315,0.135133,0.328546,0.0500125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,112.1,0,-7724.7495418537037,1.70161,8.8939,56.3633,46.814,20.8385,0.0379305,0.795701,0.0698461,0.343095,0.0515434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,203.34,0,-7399.1268387765158,1.61608,8.08487,51.0247,44.9287,19.3019,0.0442251,0.839425,0.0852673,0.257689,0.0491774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,136.43,0,-7394.4363712736258,1.66851,10.4608,70.4933,43.6384,17.6654,0.0301216,0.776188,0.0649954,0.212533,0.0571426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,196.34,0,-7663.4132734685954,1.46672,8.98804,61.3272,41.7966,19.8979,0.0474164,0.914819,0.057873,0.222751,0.0489736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,228.32,0,-7439.2830733705950,1.62947,7.77114,46.5824,40.5809,19.5388,0.0440712,0.833437,0.0909014,0.273606,0.0412387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,124.09,0,-7480.0551073952365,1.6341,8.4616,51.1566,45.5101,20.6981,0.0418674,0.824944,0.061691,0.193886,0.0521752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,212.77,0,-7676.1535082068740,1.79716,8.26548,51.6406,47.1419,20.1649,0.0364551,0.777415,0.0783704,0.348621,0.0541061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1,1,0,0,0,0,0,1,0,0,1,0,1,NA,FOCE_I,NA,224.45,0,-6927.4790327778474,1.44174,8.16909,56.7983,48.1404,20.7562,0.0448074,0.885582,0.102767,0.260412,0.0475323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,172.7,0,-7666.7206955234342,1.67823,8.70956,59.0309,41.0897,18.3518,0.0320702,0.717098,0.108494,0.373338,0.0488903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,191.2,0,-7818.0292850091882,1.74521,8.54245,61.8026,46.7046,23.1922,0.036037,0.781958,0.0780114,0.352441,0.0520927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,242.5,0,-7440.9675740564526,1.64918,7.36554,57.4256,45.3634,22.6955,0.0437124,0.874971,0.0986675,0.334463,0.0483807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,147.3,0,-7782.5402159915384,1.73105,9.37552,61.3347,44.2435,20.6403,0.0350098,0.774078,0.0482788,0.172936,0.0507453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,280.22,0,-6986.6019900017400,1.57278,8.24885,48.5609,48.5762,23.4315,0.0427688,0.869702,0.100121,0.235108,0.0454163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,136.27,0,-7271.7283625728141,1.51701,7.91879,58.2997,41.273,21.4242,0.0393726,0.835959,0.0664692,0.211432,0.0410812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,130.29,0,-7554.0452098893011,1.59304,8.29966,60.898,47.8957,19.3561,0.0323779,0.745281,0.112676,0.332263,0.0556488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,107.95,0,-7367.2880331419228,1.73927,7.79304,51.7334,44.5626,22.0935,0.0414037,0.835369,0.116143,0.309184,0.0477421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,193.72,0,-7593.5971376369080,1.4901,7.84139,58.1497,40.8089,20.5873,0.0513584,0.924387,0.0918565,0.190661,0.0427477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,1,0,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,NA,132.84,0,-7403.3400162147409,1.49821,8.57373,61.9913,44.8254,19.5905,0.0444666,0.908513,0.102913,0.281619,0.0415792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,190.31,0,-7364.6143890281028,1.76042,8.08793,47.4234,40.694,20.7667,0.0443716,0.84127,0.0989077,0.349183,0.046733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,163.21,0,-7415.0149822356552,1.75365,8.52419,49.1665,45.6152,21.6582,0.0372011,0.794485,0.086077,0.269769,0.0456709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,220.39,0,-7535.7215430368942,1.4901,8.46613,60.8805,46.8751,19.9723,0.0390124,0.83834,0.0935372,0.256215,0.044743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,257.68,0,-7444.4989778808167,1.55443,8.17275,53.978,48.1946,23.2428,0.0446301,0.860275,0.0537981,0.246741,0.0493127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,229.1,0,-7697.1434276015652,1.60098,8.50799,61.3626,41.687,18.3933,0.0469344,0.857356,0.100353,0.257828,0.0445351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,187.07,0,-7436.6334063660724,1.68189,8.60242,57.7684,44.168,21.219,0.0374715,0.8128,0.089195,0.333158,0.0499985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,295.77,0,-7197.1773466494378,1.60725,8.52406,47.2103,44.1819,19.3968,0.0501548,0.902873,0.0714439,0.232988,0.0420968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
