"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","EGFRCL","CL","V1","V2","Q","KD","N","ETA(1)","ETA(2)","EPS(1)","seEGFRCL","seCL","seV1","seV2","seQ","seKD","seN","seETA(1)","seETA(2)","seEPS(1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
1426,1,1,0,1,0,0,0,0,0,0,1,0,3.9,NA,FOCE_I,NA,303.2,0,-7629.2156385324743,1.72279,8.87839,55.1763,47.4045,21.3385,0.0386391,0.842485,0.093444,0.260675,0.0406115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,1,1,0,1,0,0,0,0,0,0,1,0,3.9,NA,FOCE_I,NA,250.23,0,-7474.9838541836680,1.54417,8.70058,54.3882,44.1849,20.5896,0.051785,0.926232,0.0848606,0.254057,0.0465926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,309.15,0,-7291.9511923835562,1.46402,8.24692,50.7254,45.9233,20.0582,0.0500334,0.896811,0.0747904,0.227285,0.051526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,223.17,0,-7328.0047472531542,1.60495,8.50946,58.2493,44.0728,19.5712,0.0400092,0.843008,0.137765,0.302384,0.0409769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1430,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,205.54,0,-6973.2291970471488,1.59401,7.68232,51.0077,43.0359,19.616,0.0447875,0.870933,0.136632,0.388591,0.0413752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,154.22,0,-7555.6590665498634,1.71438,8.76553,61.1945,46.6133,22.4413,0.0374138,0.801333,0.0881178,0.24194,0.050209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,239.58,0,-7834.4547111072479,1.76037,9.31624,60.1262,46.5066,17.9144,0.0324241,0.745294,0.127321,0.263035,0.0492529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,391.95,0,-7560.4176255204957,1.57555,7.74863,59.9112,41.4152,19.7659,0.0360294,0.804532,0.0887954,0.237464,0.0468008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1434,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,300.29,0,-7269.8029785032013,1.6011,8.27647,54.4584,43.4731,19.9654,0.0370939,0.804649,0.0973696,0.311935,0.0479695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1435,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,390.48,0,-7343.9461808630540,1.5475,8.57328,56.0503,38.7013,18.6745,0.0337531,0.745628,0.112739,0.445379,0.0498624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1436,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,180.5,0,-7405.6317268834537,1.68396,8.51787,59.2048,47.5533,24.5792,0.0408966,0.859657,0.0983611,0.303534,0.0455236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1437,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,266.25,0,-7681.6723952880529,1.81202,7.89304,48.0274,43.3645,21.4591,0.0447104,0.838166,0.0876237,0.291739,0.0476901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1438,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,283.66,0,-7655.1176401876819,1.65723,8.98323,58.7694,45.4298,22.0786,0.038234,0.813248,0.0867062,0.336236,0.0497294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1439,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,427.8,0,-7431.3919504071664,1.58774,7.92615,48.4472,45.1489,21.9953,0.0543982,0.975266,0.0947607,0.283475,0.0366917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,218.93,0,-7624.1510007688685,1.6476,8.56662,67.2189,43.8613,19.8772,0.0333999,0.773495,0.132926,0.241304,0.041817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1441,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,224.46,0,-7548.9238186261318,1.64351,8.37404,56.7763,47.0073,22.4967,0.0372136,0.797835,0.0936669,0.322408,0.0429245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,574.8,0,-7208.9546406073405,1.46414,8.91098,57.4971,44.6829,18.9532,0.0409347,0.840236,0.0942025,0.337072,0.0458168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,242.24,0,-7200.7273976213064,1.46493,8.33929,59.4483,45.4809,21.6361,0.0446722,0.885519,0.101509,0.248722,0.0494975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,232.39,0,-7557.8456867380746,1.62062,8.80467,62.7758,43.6444,18.9216,0.0314223,0.750448,0.120035,0.284275,0.0485786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,149.15,0,-7471.3811678012516,1.5984,9.553,56.8004,44.4904,19.2089,0.0414527,0.828815,0.0517311,0.197849,0.0454447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,191.2,0,-7379.7755897264524,1.84396,7.73291,50.5713,45.9658,21.8622,0.0401728,0.82357,0.102699,0.237436,0.0473979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1447,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,254.71,0,-8053.1316266470430,1.43181,8.98536,71.2603,44.3026,19.9904,0.03939,0.850893,0.110728,0.251924,0.0397251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,258.45,0,-7351.6057417102948,1.58556,9.19857,60.4379,45.1227,18.8895,0.0420896,0.865348,0.10116,0.219683,0.0499901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,216.7,0,-7624.5480330610089,1.55786,8.11333,53.8397,43.8552,21.0857,0.0390706,0.815875,0.104141,0.209103,0.0439021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,246.24,0,-7168.2268812291913,1.67366,8.44102,49.5963,49.4562,22.1545,0.0429595,0.849426,0.129932,0.291878,0.0437124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,287.75,0,-7406.1605020542747,1.78282,8.06623,53.8177,40.6899,19.4517,0.041428,0.839633,0.0939717,0.320154,0.0470634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,202.25,0,-7587.5871654056082,1.68167,8.47019,61.0111,44.1023,22.3022,0.0423526,0.877258,0.0907098,0.302456,0.0483639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,356.82,0,-7406.2395976570888,1.65051,8.37087,54.0211,44.8475,21.6466,0.0385137,0.841522,0.0767836,0.238157,0.0495546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,296.05,0,-7624.0167681294870,1.49764,7.53792,54.9673,41.6064,19.4121,0.0417827,0.829494,0.111697,0.292259,0.042713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,1,1,0,0,0,0,0,0,1,1,0,0,NA,NA,FOCE_I,NA,227.12,0,-7470.7119461824605,1.50716,8.36551,51.6419,42.4691,20.1497,0.0392848,0.81146,0.0625985,0.272148,0.0478769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,255.13,0,-7493.7236078970463,1.70315,7.69411,51.8208,40.9718,19.8944,0.0427485,0.837006,0.100385,0.394719,0.0413608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,231.3,0,-7664.7807135185585,1.60326,8.60274,65.7263,40.907,19.4847,0.038177,0.827624,0.109728,0.236436,0.0421519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,194.58,0,-7666.8834902078725,1.64402,8.56909,57.7065,41.3712,20.2347,0.0396837,0.815148,0.0951594,0.352554,0.044504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,320.04,0,-7040.2107543351958,1.45577,8.44305,52.1128,43.4287,17.9393,0.0393365,0.790133,0.10279,0.352329,0.0469115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,1,1,0,1,0,0,0,0,0,0,1,0,3.7,NA,FOCE_I,NA,235.48,0,-7485.4144320932555,1.65279,8.28125,59.2064,43.3849,20.2774,0.0442511,0.87527,0.128798,0.302643,0.0408319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,318.24,0,-7236.4589983118440,1.64057,7.71179,52.5154,44.6164,21.9099,0.0447776,0.872967,0.0969475,0.279209,0.0501406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,251.6,0,-7647.1057607077692,1.68985,7.95074,52.7198,47.1868,23.4816,0.0473164,0.898682,0.0799814,0.302032,0.0421364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,167.6,0,-7473.3888125712056,1.56595,8.33324,59.324,46.9446,20.0848,0.0374439,0.797183,0.0894439,0.262113,0.0485813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,1,1,0,0,0,0,0,0,1,1,1,0,NA,NA,FOCE_I,NA,337.51,0,-7008.9743057207152,1.49879,8.18309,50.9039,47.3124,21.932,0.0434743,0.857392,0.0850455,0.247961,0.0512982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,205.3,0,-7459.6793786767694,1.63022,7.62104,57.2111,40.0975,19.9765,0.0393112,0.814975,0.0952567,0.315637,0.0419098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,232.66,0,-7191.5478331172844,1.69404,7.99543,50.1283,45.3035,22.2123,0.041372,0.836702,0.0982256,0.295181,0.0462517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,306.23,0,-7520.1163629016737,1.73695,7.9446,52.5605,41.8821,20.6217,0.0443397,0.859731,0.127517,0.339361,0.0425318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,159.02,0,-7627.3336560340676,1.62342,8.8896,62.8426,45.2259,21.0698,0.0357941,0.803001,0.0797207,0.298629,0.0554402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,1,1,0,1,0,0,0,0,0,0,1,0,3.6,NA,FOCE_I,NA,419.12,0,-7189.9060352159177,1.64854,8.25503,54.5075,45.0912,19.6323,0.0311361,0.750731,0.124655,0.322488,0.0510828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,207.84,0,-7559.3618081159811,1.77692,8.37251,57.7652,41.7331,20.6893,0.0425614,0.846052,0.0957604,0.284706,0.0425782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,244.53,0,-7693.6050108969284,1.60023,9.14686,64.4295,45.0958,20.563,0.0403779,0.850845,0.111118,0.216686,0.0455754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,373.05,0,-7393.1642822787298,1.61608,7.72507,53.7401,44.9477,22.0832,0.0511246,0.941034,0.128688,0.309822,0.0410122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,228.77,0,-7394.8436348753012,1.63126,7.46731,49.474,45.021,21.1851,0.0381219,0.808441,0.111055,0.316026,0.0473103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,190.14,0,-7261.7112651674279,1.56365,8.47236,58.2135,49.8636,25.3402,0.0353409,0.806091,0.0929966,0.209092,0.0521887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,366.98,0,-7548.5268670703699,1.41842,8.53603,57.8903,46.8771,22.8784,0.0392556,0.826535,0.0782519,0.249434,0.0470603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,298.19,0,-7340.3888020237828,1.66094,8.22342,52.0855,44.9155,22.6883,0.0369282,0.801483,0.0899708,0.340782,0.04464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,272.73,0,-7726.4986315114074,1.50161,8.27472,64.635,39.1032,18.601,0.0382104,0.827861,0.11034,0.36937,0.0485093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,278,0,-7373.0814424641721,1.65406,8.40827,59.4232,45.0767,19.6746,0.0411235,0.843631,0.116885,0.255123,0.0465291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,574.37,0,-7467.2942102570923,1.69261,7.83227,56.1358,37.937,19.5477,0.0340479,0.737583,0.0994917,0.270583,0.0434913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,1,1,0,0,0,0,0,0,1,1,0,0,NA,NA,FOCE_I,NA,313.15,0,-7633.1487247725263,1.69471,8.06076,56.0055,42.3282,23.4519,0.0528332,0.956922,0.104817,0.240989,0.041137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,168.55,0,-7352.9077003534076,1.68122,8.88113,53.773,42.3256,18.6996,0.0369897,0.794507,0.0654066,0.221398,0.0485956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,280.33,0,-7446.7826921456299,1.56559,9.13037,63.4396,43.4431,22.1989,0.0368926,0.824887,0.0827006,0.316482,0.0464183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,258.81,0,-7502.8444743168857,1.64381,8.54614,58.7433,44.128,21.6398,0.0403809,0.83363,0.0996321,0.332047,0.0542458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,418.42,0,-7389.8847023465460,1.50549,8.40209,59.4831,43.6906,20.5862,0.0404185,0.847443,0.0822221,0.230213,0.0403028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,240.31,0,-7862.4446336684232,1.72098,8.06758,58.9881,37.5227,19.9137,0.0426273,0.857506,0.0956141,0.250694,0.039777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,218.51,0,-7817.7015167162426,1.3977,8.51403,81.3336,38.2965,17.8274,0.043905,0.904915,0.130451,0.192913,0.0360031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,1,1,0,1,0,0,0,0,0,0,0,0,4,NA,FOCE_I,NA,390.06,0,-7549.3065322464081,1.60841,8.13755,55.7719,49.5113,21.6365,0.0432827,0.874899,0.0643709,0.25912,0.044184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,162.58,0,-7364.6292578247412,1.55007,7.9248,53.5176,47.597,20.5322,0.055054,0.972533,0.0849154,0.183962,0.0380589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,148.16,0,-7617.7004464938036,1.42454,8.56806,61.0278,41.156,19.159,0.0482733,0.892086,0.0837577,0.242126,0.0453034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,273.73,0,-7876.5362467730065,1.5465,9.5395,57.7471,47.3313,20.7962,0.0460807,0.874794,0.0659033,0.255501,0.0480999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,156.28,0,-7388.6826616645685,1.58701,8.78769,60.7268,47.0097,20.1959,0.0347253,0.79636,0.0872207,0.259012,0.0462969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,395.38,0,-7709.1589921729446,1.70673,8.72688,53.1013,43.0961,22.8713,0.042841,0.878744,0.0634505,0.212823,0.0432873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,257.34,0,-7197.5562590652426,1.55771,8.29746,50.6151,46.492,19.1627,0.038491,0.808308,0.0980152,0.281981,0.0490983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,222.52,0,-7746.3018509223348,1.43623,8.85307,63.6076,43.9291,18.3188,0.0473105,0.880738,0.0853762,0.275018,0.0423749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,148.32,0,-7901.0091214146341,1.51708,8.31148,58.1494,40.4113,18.358,0.0401857,0.775807,0.0694159,0.265181,0.0528592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,227.78,0,-6950.3673581157091,1.55267,8.04612,55.2483,45.6166,18.5583,0.0408095,0.827266,0.0933318,0.17459,0.0462532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,428.6,0,-7432.8135576179802,1.51209,8.83337,58.3597,43.9611,19.3232,0.0471961,0.872176,0.0786267,0.258937,0.0473495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,282.7,0,-7268.7384380914536,1.5805,8.78402,55.3274,45.6499,20.33,0.0433955,0.845205,0.101539,0.25179,0.0463371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,235.93,0,-7619.9699053848208,1.5859,8.13722,64.6363,46.2074,23.3027,0.0417925,0.903121,0.0753911,0.169549,0.0501965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,184.7,0,-8149.0541575289672,1.79687,9.06242,61.6114,45.9942,23.063,0.0438351,0.859445,0.0633472,0.204459,0.0528601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
